PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent,PrevDate,NextDate,PrevH,NextH,PrevD[BTC-USD][O],PrevD[BTC-USD][H],PrevD[BTC-USD][L],PrevD[BTC-USD][C],NextD[BTC-USD][O],NextD[BTC-USD][H],NextD[BTC-USD][L],NextD[BTC-USD][C],CurrD[BTC-USD][O],CurrD[BTC-USD][H],CurrD[BTC-USD][L],CurrD[BTC-USD][C],PrevH[BTC-USD][O],PrevH[BTC-USD][H],PrevH[BTC-USD][L],PrevH[BTC-USD][C],NextH[BTC-USD][O],NextH[BTC-USD][H],NextH[BTC-USD][L],NextH[BTC-USD][C],CurrH[BTC-USD][O],CurrH[BTC-USD][H],CurrH[BTC-USD][L],CurrH[BTC-USD][C]
2024-06-06,12:15,EUR,Deposit Facility Rate ,0.037,0.037,0.04,EUR-Deposit Facility Rate ,2024-06-05,2024-06-07,12:00,13:00,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70759.1875,71907.8515625,68507.2578125,69342.5859375,71082.84375,71625.734375,70119.125,70757.1640625,71148.2578125,71358.5625,71058.6328125,71138.5078125,71162.828125,71484.9453125,70990.4453125,71258.5,,,,
2024-06-06,12:15,EUR,ECB Interest Rate Decision ,0.043,0.043,0.045,EUR-ECB Interest Rate Decision ,2024-06-05,2024-06-07,12:00,13:00,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70759.1875,71907.8515625,68507.2578125,69342.5859375,71082.84375,71625.734375,70119.125,70757.1640625,71148.2578125,71358.5625,71058.6328125,71138.5078125,71162.828125,71484.9453125,70990.4453125,71258.5,,,,
2024-06-06,12:30,USD,Initial Jobless Claims,229000.0,220000.0,221000.0,USD-Initial Jobless Claims,2024-06-05,2024-06-07,12:00,13:00,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70759.1875,71907.8515625,68507.2578125,69342.5859375,71082.84375,71625.734375,70119.125,70757.1640625,71148.2578125,71358.5625,71058.6328125,71138.5078125,71162.828125,71484.9453125,70990.4453125,71258.5,,,,
2024-06-06,12:45,EUR,ECB Press Conference,,,,EUR-ECB Press Conference,2024-06-05,2024-06-07,12:00,13:00,70568.3515625,71735.4140625,70390.7109375,71082.8203125,70759.1875,71907.8515625,68507.2578125,69342.5859375,71082.84375,71625.734375,70119.125,70757.1640625,71148.2578125,71358.5625,71058.6328125,71138.5078125,71162.828125,71484.9453125,70990.4453125,71258.5,,,,
2024-06-07,12:30,USD,Average Hourly Earnings (MoM) ,0.004,0.003,0.002,USD-Average Hourly Earnings (MoM) ,2024-06-06,2024-06-08,12:00,13:00,71082.84375,71625.734375,70119.125,70757.1640625,69324.1796875,69533.3203125,69210.7421875,69305.7734375,70759.1875,71907.8515625,68507.2578125,69342.5859375,71656.7265625,71907.8515625,70691.296875,71152.890625,71177.4921875,71560.5390625,71086.4609375,71456.8203125,,,,
2024-06-07,12:30,USD,Nonfarm Payrolls ,272000.0,182000.0,165000.0,USD-Nonfarm Payrolls ,2024-06-06,2024-06-08,12:00,13:00,71082.84375,71625.734375,70119.125,70757.1640625,69324.1796875,69533.3203125,69210.7421875,69305.7734375,70759.1875,71907.8515625,68507.2578125,69342.5859375,71656.7265625,71907.8515625,70691.296875,71152.890625,71177.4921875,71560.5390625,71086.4609375,71456.8203125,,,,
2024-06-07,12:30,USD,Unemployment Rate ,0.04,0.039,0.039,USD-Unemployment Rate ,2024-06-06,2024-06-08,12:00,13:00,71082.84375,71625.734375,70119.125,70757.1640625,69324.1796875,69533.3203125,69210.7421875,69305.7734375,70759.1875,71907.8515625,68507.2578125,69342.5859375,71656.7265625,71907.8515625,70691.296875,71152.890625,71177.4921875,71560.5390625,71086.4609375,71456.8203125,,,,
2024-06-11,17:00,USD,10-Year Note Auction,0.044,,0.045,USD-10-Year Note Auction,2024-06-10,2024-06-12,16:00,18:00,69644.3125,70146.0703125,69232.421875,69512.28125,67321.375,69977.890625,66902.453125,68241.1875,69508.078125,69549.4140625,66123.6015625,67332.03125,66203.4609375,66691.34375,66203.4609375,66435.8125,66743.8671875,67203.7265625,66636.2421875,67079.1015625,66455.734375,66750.6875,66197.0703125,66750.6875
2024-06-12,6:00,EUR,German CPI (MoM) ,0.001,0.001,0.005,EUR-German CPI (MoM) ,2024-06-11,2024-06-13,05:00,07:00,69508.078125,69549.4140625,66123.6015625,67332.03125,68243.1015625,68365.78125,66304.5625,66756.3984375,67321.375,69977.890625,66902.453125,68241.1875,67447.5,67469.1328125,67215.1171875,67240.296875,67279.34375,67447.765625,67234.8984375,67447.765625,,,,
2024-06-12,12:30,USD,Core CPI (MoM) ,0.002,0.003,0.003,USD-Core CPI (MoM) ,2024-06-11,2024-06-13,12:00,13:00,69508.078125,69549.4140625,66123.6015625,67332.03125,68243.1015625,68365.78125,66304.5625,66756.3984375,67321.375,69977.890625,66902.453125,68241.1875,67761.0078125,69448.0234375,67740.4375,69384.7421875,69331.640625,69591.328125,69139.65625,69344.8203125,,,,
2024-06-12,12:30,USD,CPI (YoY) ,0.033,0.034,0.034,USD-CPI (YoY) ,2024-06-11,2024-06-13,12:00,13:00,69508.078125,69549.4140625,66123.6015625,67332.03125,68243.1015625,68365.78125,66304.5625,66756.3984375,67321.375,69977.890625,66902.453125,68241.1875,67761.0078125,69448.0234375,67740.4375,69384.7421875,69331.640625,69591.328125,69139.65625,69344.8203125,,,,
2024-06-12,12:30,USD,CPI (MoM) ,0.0,0.001,0.003,USD-CPI (MoM) ,2024-06-11,2024-06-13,12:00,13:00,69508.078125,69549.4140625,66123.6015625,67332.03125,68243.1015625,68365.78125,66304.5625,66756.3984375,67321.375,69977.890625,66902.453125,68241.1875,67761.0078125,69448.0234375,67740.4375,69384.7421875,69331.640625,69591.328125,69139.65625,69344.8203125,,,,
